OBJECTID,Id,CrashCount,GroupCode,NUM_FATAL,NUM_INJURY,NUM_NONINJ,EPDO,L1STREET,L2STREET,L1STREETRT,L2STREETRT,FC1STREET,FC2STREET,FC1STREETR,FC2STREETR,RPAS,TOWNS,MASSDOT,RANK,MAP_NAME,GlobalID,created_user,created_date,last_edited_user,last_edited_date,ShapeSTArea,ShapeSTLength
1,0,32,2db0661e-59bb-4a68-869f-c6fca8b1e559,0,24,8,128,HANCOCK STREET,BEALE STREET,SR3A NB,BSR0523,HANCOCK STREET,BEALE STREET,SR3A NB,BSR0523,MAPC,QUINCY,6,0, ,{F80FE7FD-A7B1-4E2C-9E69-74770FC0DC72},,,,,196035.264938,2182.733685
2,0,17,7168cdc2-bba6-4f82-86ea-12c52acc4f56,0,13,4,69,MOUNT AUBURN STREET,ARLINGTON STREET,SR16 EB,BSR1348,MOUNT AUBURN STREET,ARLINGTON STREET,SR16 EB,BSR1348,MAPC,WATERTOWN,6,0, ,{ECB50378-F918-46FA-9746-EDD46DB549EE},,,,,101609.540497,1285.053089
3,0,18,901e858f-ff75-49ff-a959-2467c7593da6,0,13,5,70,NAHATAN STREET,WASHINGTON STREET,BSR0542,SR1A NB,NAHATAN STREET,WASHINGTON STREET,BSR0542,SR1A NB,MAPC,NORWOOD,5,0, ,{F7992276-3138-425C-AA1F-C241FD38DB01},,,,,111700.841339,1411.65477
4,0,21,fe817d4f-24a7-4703-b9fd-16ee543fb54f,3,16,2,112,NORTH STREET,FIRST STREET,N001,US7 NB,NORTH STREET,FIRST STREET,N001,US7 NB,BRPC,PITTSFIELD,1,0, ,{CFB35B72-61AC-42E3-95B1-8C572A32AA07},,,,,133859.550358,1562.368494
5,0,15,e013ddd6-6556-4748-985a-dd4c3f6b98f3,0,9,6,51,HIGH STREET, ,SR60 EB,B1,HIGH STREET,SALEM STREET,SR60 EB,SR60 WB,MAPC,MEDFORD,4,0, ,{DBD87245-78DF-4F6D-AA6B-F35405F4DE90},,,,,102856.052536,1298.747961
6,0,8,9ec105a1-6a1b-43ec-a573-51dace960792,2,6,0,50,BOSTON ROAD,BOYER STREET,N011,L188943,BOSTON ROAD,JASPER STREET,N011,PVR126,PVPC,SPRINGFIELD,2,0, ,{41E43296-A18B-46BC-99E0-CFD88F249010},,,,,57871.735817,882.295085
7,0,81,ff4f40db-a9b0-4307-a706-7f62daf8effd,3,50,28,308,JOHN F FITZGERALD EXPRESSWAY,BOYLSTON STREET,I93 NB,SR2 EB,JOHN F FITZGERALD EXPRESSWAY,RAMP-RTS 93 SB/3 SB TO RTS 90 WB/93 SB,I93 NB,L224923,MAPC,BOSTON,6,7,7 - JOHN F FITZGERALD EXPRESSWAY & BOYLSTON STREET,{ED7C715C-B0BF-421A-9166-CD0BC6BE2424},,,,,463843.603577,3344.778046
8,0,15,e023e430-707b-4658-b898-fd55c5697ba1,0,10,5,55,ESSEX STREET,WINTER STREET,MVR041,SR97 NB,ESSEX STREET,WINTER STREET,MVR041,SR97 NB,MVPC,HAVERHILL,4,0, ,{A2E853B5-338C-4A01-A33A-C3104A30D0AC},,,,,97806.423309,1256.243077
9,0,18,647d3ec2-7dc2-42f0-a2c0-d9b8072534ed,0,14,4,74,MAIN STREET,CENTRAL SQUARE,OCR045,L187217,MONTELLO STREET,MAIN STREET,SR28 NB,OCR045,OCPC,BROCKTON,5,0, ,{6A3DE48A-027D-4CC5-9D7E-24EB3A318389},,,,,146032.885498,1748.560841
10,0,26,e26a691f-e6c2-4057-8400-08c50f58f7b9,0,19,7,102,HANCOCK STREET,BILLINGS ROAD,SR3A NB,BSR1853,HANCOCK STREET,BILLINGS ROAD,SR3A NB,BSR1853,MAPC,QUINCY,6,0, ,{CBCA4762-6D84-4396-885A-92E71035CA08},,,,,133766.109009,1449.686309
11,0,28,d6fc5ab1-2933-4a22-ac5a-20e0f38bdb2c,1,17,10,105,BELMONT STREET,INTERSTATE 290,SR9 EB,I290 EB,INTERSTATE 290,BELMONT STREET,I290 EB,SR9 EB,CMRPC,WORCESTER,3,0, ,{40E297BC-A5D2-4AE5-BB20-B552E9FB8962},,,,,71691.647659,1038.946476
12,0,12,0cebd04d-89dc-41b9-ba8c-c575b54e609a,0,11,1,56,MASSACHUSETTS TURNPIKE,WASHINGTON STREET,I90 EB,BSR0353,MASSACHUSETTS TURNPIKE,WASHINGTON STREET,I90 EB,BSR0353,MAPC,NEWTON,6,0, ,{2E8901E1-4FBC-406C-B36F-5697BBB5F49D},,,,,117369.514206,1468.563398
13,0,37,f40c855e-e690-4ecb-9902-273abf2e5ab7,0,30,7,157,UNION STREET,SPRING STREET,SMR022,SMR227,UNION STREET,PLEASANT STREET,SMR022,SMR038,SRPEDD,NEW BEDFORD,5,0, ,{FB16B90D-6A40-418D-B95E-68B785077C94},,,,,165640.641434,1876.705949
14,0,43,8aded76b-2e5b-4c41-91b3-ec9d80de8e7a,0,36,7,187,MAIN STREET,LEGION PARKWAY,SR123 EB,SR123 WB,MAIN STREET,LEGION PARKWAY,SR123 EB,SR123 WB,OCPC,BROCKTON,5,0, ,{DAA931A3-DD45-4E5B-9732-B2BEDDE8CA9E},,,,,231544.573486,2547.788065
15,0,33,350aa655-fd58-4442-974c-cae79d78103f,0,20,13,113,CENTRAL STREET, ,N088,L000160,CENTRAL STREET,CHURCH STREET,N088,SR110 EB,NMCOG,LOWELL,4,0, ,{59A0AD74-88C8-46F9-9192-4741F1FFF851},,,,,160725.383667,1703.414855
16,0,32,4dcebe90-5e77-4dea-8f19-368e08b3d8ea,0,20,12,112,MAIN STREET,BOULDER DRIVE,SR2A EB,N051,MAIN STREET,BOULDER DRIVE,SR2A EB,N051,MRPC,FITCHBURG,3,0, ,{D37D21DC-E8EC-4148-9235-3924360CD174},,,,,158656.311005,1904.514539
17,0,23,16aaf794-8dc3-4834-aca1-7669d9e8fbb6,0,14,9,79,PLEASANT STREET,SPRING STREET,SR27 NB,OCR092,PLEASANT STREET,WARREN AVENUE,SR27 NB,N469,OCPC,BROCKTON,5,0, ,{C4C160CB-3BD7-4D5B-9309-712C5084B6BF},,,,,124082.977722,1543.99184
18,0,24,5f90feec-ceb4-46e2-b8bb-87a3d4001d8c,0,19,5,100,GRAFTON STREET,ORIENT STREET,SR122 NB,L164143,GRAFTON STREET,HAMILTON STREET,SR122 NB,CMR243,CMRPC,WORCESTER,3,0, ,{A813EBB9-AA9F-4849-8EB0-29141BFE1E57},,,,,120470.28775,1503.825303
19,0,151,17448ed2-b5aa-497b-9bf1-3a8cc6bb21b8,0,111,40,595,SOUTH MAIN STREET,COLUMBIA STREET,SMR150,SMR148,INTERSTATE 195,RAMP-RT 195 WB TO RTS 79 NB/138,I195 EB,R14078,SRPEDD,FALL RIVER,5,2,2 - SOUTH MAIN STREET & COLUMBIA STREET,{44D2CBDD-A77F-4C23-B2AF-C1DE9B9DC621},,,,,750446.057877,6098.565693
20,0,30,c864d6ba-7e51-4903-b863-9d1e6f6ec97e,2,22,6,136, ,MAIN STREET,L000308,US20 EB,MAIN STREET,MOODY STREET,US20 EB,N077,MAPC,WALTHAM,4,0, ,{05AD5CD5-5284-40B9-98AC-E45B0426B56D},,,,,177654.315536,1750.757278
21,0,9,507a2636-52f8-4797-a2c0-82c73744055b,1,7,1,46,CONCORD STREET,WEBSTER STREET,SR126 NB,L143959,CONCORD STREET,LINCOLN STREET,SR126 NB,BSR1593,MAPC,FRAMINGHAM,3,0, ,{708C5A52-C821-47AC-BC4D-491877F20C1D},,,,,86051.471893,1178.275277
22,0,26,e6f7df47-c2a0-4ef1-8411-ddbe8e435174,1,21,4,119,WILLIAM STREET,DIVISION STREET,L183520,L210177,WILLIAM STREET,BROADWAY,L183520,SR138 NB,SRPEDD,FALL RIVER,5,0, ,{DBA3AF0C-9072-4090-A47B-D5E3E2B2C177},,,,,144270.371063,1565.126689
23,0,18,d8455334-8d00-4b81-b178-856610b3528b,1,16,1,91,WESTERN AVENUE,BOSTON STREET,SR107 NB,BSR0119,WESTERN AVENUE,MOULTON STREET,SR107 NB,N363,MAPC,LYNN,4,0, ,{50533309-76FD-4E09-AA0F-96CA01B401CC},,,,,138470.524323,1620.402891
24,0,15,8a43c5ec-177b-463e-830a-8a30945c2d90,1,10,4,64,MAIN STREET,CABOT STREET,SR116 NB,SR116 NB,MAIN STREET,CABOT STREET,SR116 NB,SR116 NB,PVPC,HOLYOKE,2,0, ,{B278335D-C490-4CE7-B875-832970CF75C3},,,,,107699.577385,1320.06567
25,0,16,300a638b-3460-45f9-98f8-734b01a8d2e7,0,15,1,76,PLYMOUTH AVENUE,SECOND STREET,SR81 NB,SMR129,PLYMOUTH AVENUE,SECOND STREET,SR81 NB,SMR129,SRPEDD,FALL RIVER,5,0, ,{8F4FFD15-3902-42B2-8A15-32560166F82E},,,,,154098.657181,1737.75499
26,0,17,2d4270b2-f010-4820-9a2f-1dbba4805b3f,0,8,9,49,FERRY STREET,BROADWAY,BSR0159,SR99 NB,BROADWAY,FERRY STREET,SR99 NB,BSR0159,MAPC,EVERETT,4,0, ,{C18AF7C3-9931-417B-A290-F6ABDA4CC643},,,,,64879.192581,958.762391
27,0,42,03f70007-37bb-4a9f-98de-20eba8c609d7,0,28,14,154,MOUNT AUBURN STREET,MASSACHUSETTS AVENUE,SR2A EB,SR2A EB,MOUNT AUBURN STREET,MASSACHUSETTS AVENUE,SR2A EB,SR2A EB,MAPC,CAMBRIDGE,6,0, ,{47FE0179-0C5A-4E32-85FD-40E8CF95BBAF},,,,,177746.024704,1901.548061
28,0,65,5032c6b6-f773-47b0-8877-f2095e97c29d,0,48,17,257,WASHINGTON STREET,LAFAYETTE STREET,SR114 EB,SR1A NB,WASHINGTON STREET,LAFAYETTE STREET,SR114 EB,SR1A NB,MAPC,SALEM,4,9,9 - WASHINGTON STREET & LAFAYETTE STREET,{F60A9DE0-F4F8-4C48-AD6A-EA6587E21E40},,,,,295418.360855,2619.675896
29,0,23,0f7b70cb-ab92-4025-a367-ac5f2638538b,0,16,7,87,APPLETON STREET,HIGH STREET,SR141 EB,N026,APPLETON STREET,HIGH STREET,SR141 EB,N026,PVPC,HOLYOKE,2,0, ,{A42DC5BA-C270-4C51-B910-6AC637134D28},,,,,151323.867699,1720.821058
30,0,5,d7310f03-1b89-4ccc-beeb-0a9c7b6f9e00,1,4,0,30,TEATICKET HIGHWAY,MARAVISTA AVENUE,SR28 NB,CCR144,TEATICKET HIGHWAY,MARAVISTA AVENUE,SR28 NB,CCR144,CCC,FALMOUTH,5,0, ,{C3297900-C585-48F5-8B14-D40F70D25802},,,,,42581.589783,741.164775
31,0,33,eb759339-d869-4b2b-a150-7af4b9c803bb,0,22,11,121,MAIN STREET,CENTRE STREET,N344,SR60 EB,MAIN STREET,CENTRE STREET,N344,SR60 EB,MAPC,MALDEN,4,0, ,{633F7460-C55E-4C3B-8872-5146E94CEEA3},,,,,195358.159378,1966.834503
32,0,14,6f02c15a-3939-45cc-b61d-70c93a2c6baa,0,8,6,46,GRANITE STREET,HONORABLE THOMAS S BURGIN PARKWAY,N109,BSR0525,GRANITE STREET,HONORABLE THOMAS S BURGIN PARKWAY,N109,BSR0525,MAPC,QUINCY,6,0, ,{2E982343-38DA-4C2F-9CA5-39EC672211ED},,,,,73876.545303,1039.225824
33,0,26,cd868fff-402a-4f6e-83e7-b2bf8837fdd0,2,15,9,104,MASSACHUSETTS AVENUE, ,SR4 NB,B1,MASSACHUSETTS AVENUE,BEDFORD STREET,SR4 NB,SR4 NB,MAPC,LEXINGTON,4,0, ,{8C4DC608-830F-4E3C-A764-B948DA075FAE},,,,,136102.71785,1701.396974
34,0,26,15a96b88-fcc9-47b7-b107-95d04a409bbd,1,18,7,107,COMMON STREET,ESSEX STREET,MVR080,MVR079,COMMON STREET,ESSEX STREET,MVR080,MVR079,MVPC,LAWRENCE,4,0, ,{41D90C85-91FF-48F5-A612-33E1FD6BC092},,,,,195430.247223,2131.627199
35,0,26,e76f5809-9cd1-4c10-add9-3a6cc8efe40a,2,17,7,112,CAMBRIDGE STREET,MONSIGNOR OBRIEN HIGHWAY,BSR0347,SR28 NB,MONSIGNOR OBRIEN HIGHWAY,CAMBRIDGE STREET,SR28 NB,BSR0347,MAPC,CAMBRIDGE,6,0, ,{DA767AD1-88C9-4F55-BEF3-755E571D5782},,,,,146547.747467,1731.508505
36,0,12,bfc7b516-faed-4b1a-b39c-46b28491cbce,2,5,5,50,CAMBRIDGE STREET,WINDSOR STREET,BSR0347,L157207,CAMBRIDGE STREET,WINDSOR STREET,BSR0347,L157207,MAPC,CAMBRIDGE,6,0, ,{F86F99D1-9904-4188-996C-B2BE4AED1CB1},,,,,65451.082809,981.55135
37,0,20,a15d1ea0-f5d8-46df-9d88-53434389b5b6,0,9,11,56,MAIN STREET,PLEASANT STREET,SR38 NB,N134,MAIN STREET,PLEASANT STREET,SR38 NB,N134,MAPC,WOBURN,4,0, ,{24030C4D-F3D5-4A6F-989D-D57F91623CD5},,,,,113879.473251,1418.632789
38,0,27,27db3c14-a788-4b62-8124-6628caf5f0a0,0,18,9,99,ASHLEY BOULEVARD,SAWYER STREET,SR18 NB,SR18 NB,ASHLEY BOULEVARD,RAMP-RT 195 WB TO RT 18 SB,SR18 NB,R14058,SRPEDD,NEW BEDFORD,5,0, ,{976BAA1B-8B52-4B1E-9DF2-B551EDD98140},,,,,172249.860138,1835.588022
39,0,45,15054119-4ae8-44e9-9a7b-9d285b12fdc6,1,38,6,206,CONCORD STREET,WAVERLY STREET,SR126 NB,SR135 EB,CONCORD STREET,WAVERLY STREET,SR126 NB,SR135 EB,MAPC,FRAMINGHAM,3,0, ,{A5B8F919-C4A9-4C7D-90B4-F3D06F2787D1},,,,,189322.715729,1969.862422
40,0,46,53930973-d5c4-4e08-8977-4d461545f4c8,0,33,13,178,MAIN STREET,CAMBRIDGE STREET,N037,N352,MAIN STREET,CAMBRIDGE STREET,N037,N352,CMRPC,WORCESTER,3,0, ,{5AADF106-C3A6-476A-BACD-0D9DAEBCBE4C},,,,,274100.088623,3071.227407
41,0,65,9fdabe95-bad3-4ffc-800a-16e2f4714fb6,0,43,22,237, ,MERRIMACK STREET,L000160,NMR063,BRIDGE STREET,CENTRAL STREET,N088,NMR062,NMCOG,LOWELL,4,10,10 -   & MERRIMACK STREET,{0B108160-BA63-4447-BEC7-8C3639D7F4CD},,,,,230099.76944,1944.918587
42,0,10,0dc376f7-3da8-4a04-b912-65b80864ac4c,1,8,1,51,UNION STREET, ,BSR0642,L000251,UNION STREET,EAST WATER STREET,BSR0642,BSR0639,MAPC,ROCKLAND,5,0, ,{A9B61EE9-C5C7-4C5D-80ED-F7D9780C23BB},,,,,85000.699295,1139.671863
43,0,25,141f10d4-6f78-42b9-8b67-de4ea0a43f8f,0,20,5,105,BROADWAY,CAMBRIDGE STREET,BSR0342,BSR0347,BROADWAY,CAMBRIDGE STREET,BSR0342,BSR0347,MAPC,CAMBRIDGE,6,0, ,{92637F00-FB02-4DD3-935C-4B5895E1DA27},,,,,158453.259766,1776.944489
44,0,12,12c904a6-6317-4869-9d4e-7169b303b37d,0,11,1,56,BROADWAY,CROSS STREET,L122420,BSR1259,BROADWAY,CROSS STREET,L122420,BSR1259,MAPC,SOMERVILLE,4,0, ,{D3A96185-E8BA-4F21-8DC8-E405090C7343},,,,,116866.40242,1504.694986
45,0,17,e6d14cd1-61bd-4fdc-953b-1c6871680841,0,13,4,69,SOUTHERN ARTERY,SEA STREET,SR3A NB,BSR0527,SOUTHERN ARTERY,CODDINGTON STREET,SR3A NB,N111,MAPC,QUINCY,6,0, ,{F0C61F98-398F-4548-AE3B-224D50CFADD9},,,,,99618.96582,1239.422149
46,0,40,05306c6f-2a52-4579-aae0-9392964d3dd7,1,37,2,197,CENTRE STREET,BEACON STREET,N075,BSR0362,CENTRE STREET,BEACON STREET,N075,BSR0362,MAPC,NEWTON,6,0, ,{E68317DD-60AE-409A-BA5B-3E76276FDE33},,,,,149996.093216,1698.531994
47,0,63,7fd73642-9831-47cc-a1a8-c76f3a4d9bb8,1,52,10,280, ,HIGHLAND AVENUE,B1,BSR0311,HIGHLAND AVENUE,ELM STREET,BSR0311,N450,MAPC,"SOMERVILLE,CAMBRIDGE","4,6",8,8 -   & HIGHLAND AVENUE,{FF0E1FFA-F072-4BA2-A638-DFC489B12AE7},,,,,199977.93924,1990.265265
48,0,13,ebd9c03b-cecf-4a2b-9b8f-8347997d88a9,1,6,6,46,COMMERCIAL STREET,WASHINGTON STREET,SR53 NB,SR53 NB,COMMERCIAL STREET,WASHINGTON STREET,SR53 NB,SR53 NB,MAPC,"WEYMOUTH,BRAINTREE",6,0, ,{341D2267-7FF6-42E8-ABEC-AE6625921452},,,,,116407.908081,1500.437822
49,0,39,7fc42021-0d7b-4353-a152-5936b9db7a4c,0,30,9,159,MOODY STREET,CHESTNUT STREET,N077,L200573,MOODY STREET,HIGH STREET,N077,BSR0354,MAPC,WALTHAM,4,0, ,{A706F90E-F2A6-4FBF-8263-D2BDD69748AE},,,,,161363.06662,1901.08622
50,0,12,5847ffb9-9973-4d66-9d84-3b272148660c,1,8,3,53,BELMONT STREET,ASH STREET,SR123 EB,OCR096,BELMONT STREET,ASH STREET,SR123 EB,OCR096,OCPC,BROCKTON,5,0, ,{D615F109-F7F8-473E-818B-47E892320542},,,,,64676.164948,945.884953
51,0,14,2cb00f2d-6954-4b73-a827-22b5d9b84505,0,8,6,46,CHARLES STREET,EMBANKMENT ROAD,SR3 NB,SR28 NB,CHARLES STREET,EMBANKMENT ROAD,SR3 NB,SR28 NB,MAPC,BOSTON,6,0, ,{4F5EA68A-463E-46CE-B472-D0E576F91651},,,,,101908.231155,1286.297498
52,0,25,256dd4e2-d3d2-43a4-9d32-8563b63820aa,0,20,5,105,UNIVERSITY AVENUE,VETERANS OF FOREIGN WARS HIGHWAY,NMR071,L136405,UNIVERSITY AVENUE,VETERANS OF FOREIGN WARS HIGHWAY,NMR071,L136405,NMCOG,LOWELL,4,0, ,{446539B8-122D-4273-991A-7944B0F4B0CB},,,,,93818.057877,1272.631962
53,0,16,389256f4-9a9e-4de2-a8d1-86221198f995,0,12,4,64,DWIGHT STREET,MAPLE STREET,PVR121,N025,MAPLE STREET,HIGH STREET,N025,N026,PVPC,HOLYOKE,2,0, ,{0ABE16AF-B954-4FD4-BF7E-AA88EE1CE97B},,,,,108594.790886,1398.637148
54,0,9,b65d2f6f-0015-4dfc-9751-0315edc1f86d,1,6,2,42,SOUTH MAIN STREET,FERRY STREET,SR125 NB,L159064,SOUTH MAIN STREET,BRIDGE STREET,SR125 NB,SR125 NB,MVPC,HAVERHILL,4,0, ,{91B89C7F-53C8-4D43-A41E-0C0C13C7B4D0},,,,,88289.138611,1205.452341
55,0,13,5a65aace-1f0f-4386-9d7f-828c4a2005a0,0,10,3,53,CABOT STREET,BECKFORD STREET,SR1A NB,L145554,CABOT STREET,RANTOUL STREET,SR1A NB,SR1A NB,MAPC,BEVERLY,4,0, ,{487F05E7-1950-4E8B-A17C-CE05CAA1AF8D},,,,,101590.926865,1269.24459
56,0,12,cceb98bd-e509-4128-8ac8-4d24b77c7e47,0,9,3,48,MASSACHUSETTS AVENUE,MILL STREET,N086,BSR0272,MASSACHUSETTS AVENUE,MILL STREET,N086,BSR0272,MAPC,ARLINGTON,4,0, ,{C59F7B55-9813-4915-9899-1AB4A806D2DB},,,,,103359.541092,1356.557478
57,0,14,a7ceb2f1-23e2-4d2f-9ff4-d0e93901c241,0,10,4,54,WASHINGTON STREET,WESTERN AVENUE,SR129 EB,SR107 NB,WESTERN AVENUE,WASHINGTON STREET,SR107 NB,SR129 EB,MAPC,LYNN,4,0, ,{28072D4F-69E0-4120-A2CE-4F6D4D2A5970},,,,,67256.091202,978.648504
58,0,21,8006d457-f7d8-45f7-b8e6-2b05b14c8109,0,14,7,77,CAMBRIDGE STREET,CARDINAL MEDEIROS AVENUE,BSR0347,BSR0345,CAMBRIDGE STREET,CARDINAL MEDEIROS AVENUE,BSR0347,BSR0345,MAPC,CAMBRIDGE,6,0, ,{84018696-9F55-45A2-B49C-54EF9DF59CBA},,,,,98434.445068,1258.571747
59,0,14,6ff0a969-02e7-4e0a-b3a1-d0ae0a18d8ec,0,12,2,62,MAIN STREET,PLEASANT STREET,SR68 NB,MTR105,MAIN STREET,TIMPANY BOULEVARD,SR68 NB,SR68 SB,MRPC,GARDNER,3,0, ,{886A2490-10E9-4344-A91B-B8B9AF3E3146},,,,,135854.643555,1559.99094
60,0,22,0e2757c2-31bf-4a38-91e4-c496ead8cc38,0,16,6,86,BELLEVILLE AVENUE,PHILLIPS AVENUE,SMR052,L153804,BELLEVILLE AVENUE,COFFIN AVENUE,SMR052,SMR238,SRPEDD,NEW BEDFORD,5,0, ,{4609D996-874C-43D9-B05D-19196538332E},,,,,207961.292557,2191.265949
61,0,17,9a92d8e9-8c69-41b1-890f-d26602807ed5,1,11,5,70,BROADWAY,CLARK AVENUE,N350,BSR1188,BROADWAY,CARY AVENUE,N350,BSR0174,MAPC,CHELSEA,6,0, ,{A38F9D58-AFC4-43A2-95FD-080459B50394},,,,,128369.374619,1496.033012
62,0,17,86279754-894b-4549-8002-8d3a3deb8142,0,12,5,65,MAIN STREET,WINTHROP STREET,OCR045,L198302,MAIN STREET,WINTHROP STREET,OCR045,L198302,OCPC,BROCKTON,5,0, ,{097117DD-60B2-4686-92CE-F6A5ABF6C637},,,,,116783.881424,1399.138662
63,0,97,bbd83650-33f2-4c65-83aa-3934bef844b1,1,61,35,350,HANCOCK STREET,WASHINGTON STREET,N103,N110,HANCOCK STREET,WASHINGTON STREET,N103,N110,MAPC,QUINCY,6,6,6 - HANCOCK STREET & WASHINGTON STREET,{6A925706-DF83-4994-AD52-900CEEC7D1F2},,,,,363431.413849,3335.553874
64,0,15,9a88256d-03e6-4c37-91ec-eab31c80bf2b,1,11,3,68,MAIN STREET,EAGAN PLACE,N376,L174771,MAIN STREET,WASHINGTON STREET,N376,BSR0799,MAPC,PEABODY,4,0, ,{A408AF4C-979F-4AC7-93A3-292BA88BE496},,,,,83282.569672,1161.204769
65,0,14,979d8eda-ab85-4feb-b43b-17df3d4c7b17,0,11,3,58,BLUE HILL AVENUE,MORTON STREET,SR28 NB,SR203 EB,BLUE HILL AVENUE,MORTON STREET,SR28 NB,SR203 EB,MAPC,BOSTON,6,0, ,{D376C538-F3A2-40FF-AEC9-8D3D264D5ED2},,,,,90206.156204,1233.066055
66,0,20,4025e4ec-f6b0-4389-9fd6-c59887514af0,0,17,3,88,CENTRE STREET,COMMERCIAL STREET,SR60 EB,BSR0147,CENTRE STREET,COMMERCIAL STREET,SR60 EB,BSR0147,MAPC,MALDEN,4,0, ,{86099581-4441-45D0-8BCE-0482C71959C7},,,,,93921.478745,1238.98311
67,0,22,4b340087-fceb-4c10-b38b-2243ef9eb4d8,0,18,4,94,PLYMOUTH AVENUE,RODMAN STREET,SR81 NB,SMR148,PLYMOUTH AVENUE,RODMAN STREET,SR81 NB,SMR148,SRPEDD,FALL RIVER,5,0, ,{2C6AF634-4525-497B-86E9-B2EB41A68825},,,,,69176.036621,1007.859192
68,0,23,30f5e340-b50c-486c-9b26-79d99799cfac,0,18,5,95,ELM STREET,FRANKLIN STREET,US20 EB,US20 EB,ELM STREET,BROAD STREET,US20 EB,US20 EB,PVPC,WESTFIELD,2,0, ,{F850179D-97D7-401E-A765-EC4F6C1C1A61},,,,,161906.05352,1918.456358
69,0,252,49c9c455-2635-46d2-8cf7-b5022f03a71f,1,189,62,1017, ,BROADWAY,L000057,N350,TOBIN BRIDGE,NORTHEAST EXPRESSWAY,US1 NB,US1 NB,MAPC,CHELSEA,6,1,1 -   & BROADWAY,{6767379D-A3F6-4784-8F10-E07B7A3CA07B},,,,,979101.280106,7460.537745
70,0,25,5d5617ce-ae83-4515-80ba-5240822452a2,0,13,12,77,MERRIMACK STREET,MARKET STREET,NMR063,NMR062,MERRIMACK STREET,MARKET STREET,NMR063,NMR062,NMCOG,LOWELL,4,0, ,{4F13C2CE-BA6F-44EA-84C9-0A028F79EFA8},,,,,121912.21347,1339.070967
71,0,27,e096a8d3-4e39-4e3c-9078-5cc7984ae89f,0,20,7,107,LEWIS STREET,CHERRY STREET,SR1A NB,L120122,LEWIS STREET,CHESTNUT STREET,SR1A NB,N365,MAPC,LYNN,4,0, ,{FFF22963-AED0-4B7B-A572-B8D6070F6913},,,,,156049.1875,1916.598449
